id	label	description	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
2064	cadell last (2015)	"<table><tr><td>Authors:</td><td>cadell last</td></tr><tr><td>Title:</td><td>big historical foundations for deep future speculations: cosmic evolution, atechnogenesis, and technocultural civilization</td></tr><tr><td>Source:</td><td>foundations of science, 22(1), 39-124</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s10699-015-9434-y	-0.3857	-0.0572	1	318	96	37	3.3529	2015	37	3.3529
2066	michael strange (2024)	<table><tr><td>Authors:</td><td>michael strange</td></tr><tr><td>Title:</td><td>three different types of ai hype in healthcare</td></tr><tr><td>Source:</td><td>ai and ethics</td></tr><tr><td>Year:</td><td>2024</td></tr></table>	https://doi.org/https://doi.org/10.1007/s43681-024-00465-y	-0.423	-0.0882	1	9	4	1	1.8478	2024	1	1.8478
2069	daniel starosta (2023)	"<table><tr><td>Authors:</td><td>daniel starosta</td></tr><tr><td>Title:</td><td>raised under bad stars: negotiating a culture of disaster preparedness</td></tr><tr><td>Source:</td><td>international journal of disaster risk management, 5(2), 1-16</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.18485/ijdrm.2023.5.2.1	-0.4791	0.0336	16	2	2	1	0.7743	2023	1	0.7743
2072	petr špelda (2021)	"<table><tr><td>Authors:</td><td>petr špelda; vít střítecký</td></tr><tr><td>Title:</td><td>human induction in machine learning</td></tr><tr><td>Source:</td><td>acm computing surveys, 54(3), 1-18</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1145/3444691	-0.3875	-0.0822	1	43	6	3	0.3921	2021	3	0.3921
2074	cody turner (2022)	"<table><tr><td>Authors:</td><td>cody turner</td></tr><tr><td>Title:</td><td>neuromedia, cognitive offloading, and intellectual perseverance</td></tr><tr><td>Source:</td><td>synthese, 200(2)</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s11229-022-03472-w	-0.4496	-0.087	18	11	6	1	0.251	2022	1	0.251
2075	finn nilson (2023)	"<table><tr><td>Authors:</td><td>finn nilson; mathilde de goër de herve</td></tr><tr><td>Title:</td><td>exploring the transfer of risks</td></tr><tr><td>Source:</td><td>safety science, 166, 106240-106240</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1016/j.ssci.2023.106240	-0.4004	0.0211	8	20	12	1	0.7743	2023	1	0.7743
2076	tamara cărăuş (2016)	"<table><tr><td>Authors:</td><td>tamara cărăuş</td></tr><tr><td>Title:</td><td>debt resistance: beyond or within capitalism?</td></tr><tr><td>Source:</td><td>filozofija i društvo, 27(1), 137-157</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.2298/fid1601137c	-0.4187	0.0184	2	4	3	4	0.1896	2016	4	0.1896
2077	james p. hughes (2022)	"<table><tr><td>Authors:</td><td>james p. hughes; nir eisikovits</td></tr><tr><td>Title:</td><td>post-dystopian technorealism of ted chiang</td></tr><tr><td>Source:</td><td>journal of ethics and emerging technologies, 32(1), 1-14</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.55613/jeet.v32i1.97	-0.4131	-0.0564	1	14	5	1	0.251	2022	1	0.251
2078	adriano pessina (2017)	"<table><tr><td>Authors:</td><td>adriano pessina</td></tr><tr><td>Title:</td><td>a clay person. the promises of moral bioenhancement</td></tr><tr><td>Source:</td><td>topoi, 38(1), 87-93</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s11245-017-9470-z	-0.4024	-0.0345	9	15	3	1	0.0665	2017	1	0.0665
2081	lucia bakošová (2022)	"<table><tr><td>Authors:</td><td>lucia bakošová</td></tr><tr><td>Title:</td><td>climate action through artificial intelligence: international legal perspective</td></tr><tr><td>Source:</td><td>studia iuridica cassoviensia, 10(2)</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.33542/sic2022-2-01	-0.4378	0.0207	12	14	6	2	0.502	2022	2	0.502
2082	roman hoffmann (2023)	"<table><tr><td>Authors:</td><td>roman hoffmann; kira vinke; barbora šedová</td></tr><tr><td>Title:</td><td>strengthening the science–policy interface in the climate migration field</td></tr><tr><td>Source:</td><td>international migration, 61(5), 75-97</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1111/imig.13125	-0.2548	0.0528	2	175	14	3	2.3228	2023	3	2.3228
2083	larry bencze (2020)	"<table><tr><td>Authors:</td><td>larry bencze</td></tr><tr><td>Title:</td><td>post-pandemic science &amp; technology education</td></tr><tr><td>Source:</td><td>jaste, 11(2), 33-54</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.33137/jaste.v11i2.34534	-0.4203	0.0364	2	18	7	2	0.1505	2020	2	0.1505
2084	stuart gordon (2020)	"<table><tr><td>Authors:</td><td>stuart gordon</td></tr><tr><td>Title:</td><td>regulating humanitarian governance: humanitarianism and the ‘risk society’</td></tr><tr><td>Source:</td><td>politics and governance, 8(4), 306-318</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.17645/pag.v8i4.3130	-0.4195	0.0144	4	17	9	2	0.1505	2020	2	0.1505
2085	katrin schreiter (2018)	"<table><tr><td>Authors:</td><td>katrin schreiter; davide ravasi</td></tr><tr><td>Title:</td><td>institutional pressures and organizational identity: the case of deutsche werkstätten hellerau in the gdr and beyond, 1945–1996</td></tr><tr><td>Source:</td><td>business history review, 92(3), 453-481</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1017/s0007680518000776	-0.5046	-0.0029	4	6	2	3	0.2061	2018	3	0.2061
2086	peter mantello (2021a)	"<table><tr><td>Authors:</td><td>peter mantello; tung manh ho; quan‐hoang vuong; minh‐hoang nguyen</td></tr><tr><td>Title:</td><td>my boss the computer: a bayesian analysis of socio-demographic and cross-cultural determinants of attitude toward the non-human resource management</td></tr><tr><td>Source:</td><td>[no source]</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.31235/osf.io/c59aw	-0.5902	-0.0007	9	8	46	2	0.2614	2021	2	0.2614
2089	judith lawrence (2021a)	"<table><tr><td>Authors:</td><td>judith lawrence; j.r. boston; r bell; s olufson; r kool; m hardcastle; a stroombergen</td></tr><tr><td>Title:</td><td>implementing pre-emptive managed retreat: constraints and novel insights</td></tr><tr><td>Source:</td><td>[no source]</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.26686/wgtn.14502870.v1	-0.4468	0.1733	32	17	37	2	0.2614	2021	2	0.2614
2090	nataliya stepanova (2023)	"<table><tr><td>Authors:</td><td>nataliya stepanova; björn roß</td></tr><tr><td>Title:</td><td>temporal generalizability in multimodal misinformation detection</td></tr><tr><td>Source:</td><td>[no source]</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.18653/v1/2023.genbench-1.6	-0.3713	-0.0967	1	5	3	1	0.7743	2023	1	0.7743
2091	vahid haratian (2023)	"<table><tr><td>Authors:</td><td>vahid haratian; mikhail evtikhiev; pouria derakhshanfar; eray tüzün; vladimir kovalenko</td></tr><tr><td>Title:</td><td>bfsig: leveraging file significance in bus factor estimation</td></tr><tr><td>Source:</td><td>[no source]</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1145/3611643.3613877	-0.5189	0.6713	24	3	10	1	0.7743	2023	1	0.7743
2093	akhil bansal (2023)	"<table><tr><td>Authors:</td><td>akhil bansal; joseph pusey; rahul shah; abraham tolley</td></tr><tr><td>Title:</td><td>development and evaluation of an extra-curricular programme focussing on high impact career opportunities for medical professionals</td></tr><tr><td>Source:</td><td>plos one, 18(4), e0284856-e0284856</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1371/journal.pone.0284856	-0.4648	0.0047	5	4	3	1	0.7743	2023	1	0.7743
2094	luke hespanhol (2023)	"<table><tr><td>Authors:</td><td>luke hespanhol</td></tr><tr><td>Title:</td><td>human-computer intra-action: a relational approach to digital media and technologies</td></tr><tr><td>Source:</td><td>frontiers in computer science, 5</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.3389/fcomp.2023.1083800	-0.4609	-0.0112	8	12	6	1	0.7743	2023	1	0.7743
2096	fred dallmayr (2013)	"<table><tr><td>Authors:</td><td>fred dallmayr</td></tr><tr><td>Title:</td><td>humanizing humanity: the global significance of the humanities</td></tr><tr><td>Source:</td><td>diogenes, 60(1), 27-36</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/https://doi.org/10.1177/0392192113519905	-0.5525	-0.0841	8	1	1	1	0.0306	2013	1	0.0306
2097	philippe verdoux (2011)	"<table><tr><td>Authors:</td><td>philippe verdoux</td></tr><tr><td>Title:</td><td>technology and our epistemic situation: what ought our priorities to be?</td></tr><tr><td>Source:</td><td>foresight, 13(1), 46-57</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/https://doi.org/10.1108/14636681111109697	-0.3936	-0.0722	3	16	5	1	0.0163	2011	1	0.0163
2102	frank partnoy (2017)	<table><tr><td>Authors:</td><td>frank partnoy</td></tr><tr><td>Title:</td><td>corporations and human life</td></tr><tr><td>Source:</td><td>social science research network</td></tr><tr><td>Year:</td><td>2017</td></tr></table>	https://doi.org/https://doi.org/10.2139/ssrn.2941796	-0.4906	0.0125	4	4	1	3	0.1996	2017	3	0.1996
2103	atte moilanen (2018)	"<table><tr><td>Authors:</td><td>atte moilanen; janne s. kotiaho</td></tr><tr><td>Title:</td><td>planning biodiversity offsets - twelve operationally important decisions</td></tr><tr><td>Source:</td><td>temanord</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.6027/tn2018-513	-0.4019	0.0657	2	2	2	7	0.481	2018	7	0.481
2105	alexa robertson (2023)	"<table><tr><td>Authors:</td><td>alexa robertson; max maccarone</td></tr><tr><td>Title:</td><td>ai narratives and unequal conditions. analyzing the discourse of liminal expert voices in discursive communicative spaces</td></tr><tr><td>Source:</td><td>telecommunications policy, 47(5), 102462-102462</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1016/j.telpol.2022.102462	-0.4408	-0.0547	10	3	4	2	1.5485	2023	2	1.5485
2107	ross d. neville (2024)	"<table><tr><td>Authors:</td><td>ross d. neville; william g. hopkins; brae anne mcarthur; catherine e. draper; sheri madigan</td></tr><tr><td>Title:</td><td>associations between changes in 24-hour movement behaviors in children and adolescents during the covid-19 pandemic: a systematic review and mediation-based meta-analysis</td></tr><tr><td>Source:</td><td>journal of physical activity & health, 21(4), 323-332</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/https://doi.org/10.1123/jpah.2023-0346	-0.5595	-0.1076	14	4	2	1	1.8478	2024	1	1.8478
2109	anton symkovych (2023)	<table><tr><td>Authors:</td><td>anton symkovych</td></tr><tr><td>Title:</td><td>narratives of rehabilitation in a south african prison</td></tr><tr><td>Source:</td><td>social problems</td></tr><tr><td>Year:</td><td>2023</td></tr></table>	https://doi.org/https://doi.org/10.1093/socpro/spad040	-0.4878	0.0255	5	4	2	2	1.5485	2023	2	1.5485
2111	morgan luck (2024)	"<table><tr><td>Authors:</td><td>morgan luck</td></tr><tr><td>Title:</td><td>freedom, ai and god: why being dominated by a friendly super-ai might not be so bad</td></tr><tr><td>Source:</td><td>ai & society</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s00146-024-01863-w	-0.3899	-0.0452	1	213	6	1	1.8478	2024	1	1.8478
2112	matthew b coleman (2023)	"<table><tr><td>Authors:</td><td>matthew b coleman; lucius caviola; joshua lewis; geoffrey p. goodwin</td></tr><tr><td>Title:</td><td>how important is the end of humanity? lay people prioritize extinction prevention but not above all other societal issues</td></tr><tr><td>Source:</td><td>[no source]</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.31234/osf.io/qn7k5	-0.4465	-0.0168	8	25	6	1	0.7743	2023	1	0.7743
2114	stuart mcnaughton (2023)	"<table><tr><td>Authors:</td><td>stuart mcnaughton; rebecca jesson</td></tr><tr><td>Title:</td><td>how a digital intervention in schools contributed to students’ social and emotional skills, and impacted writing</td></tr><tr><td>Source:</td><td>new zealand journal of educational studies, 58(2), 361-377</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s40841-023-00296-1	-0.5443	-0.0436	6	2	1	1	0.7743	2023	1	0.7743
2121	amanda lagerkvist (2020)	"<table><tr><td>Authors:</td><td>amanda lagerkvist</td></tr><tr><td>Title:</td><td>digital limit situations</td></tr><tr><td>Source:</td><td>journal of digital social research, 2(3)</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.33621/jdsr.v2i3.55	-0.4791	-0.0402	8	6	3	2	0.1505	2020	2	0.1505
2122	carly beckerman (2022)	"<table><tr><td>Authors:</td><td>carly beckerman</td></tr><tr><td>Title:</td><td>political fragility and the timing of conflict mediation</td></tr><tr><td>Source:</td><td>social sciences, 11(2), 76-76</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.3390/socsci11020076	-0.4815	0.0274	6	1	1	2	0.502	2022	2	0.502
2123	vladan devedžić (2022)	"<table><tr><td>Authors:</td><td>vladan devedžić</td></tr><tr><td>Title:</td><td>identity of ai</td></tr><tr><td>Source:</td><td>discover artificial intelligence, 2(1)</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s44163-022-00038-0	-0.404	-0.0872	1	124	34	2	0.502	2022	2	0.502
2127	richard m. billow (2016)	"<table><tr><td>Authors:</td><td>richard m. billow</td></tr><tr><td>Title:</td><td>reality testing and testing reality in group treatment</td></tr><tr><td>Source:</td><td>international journal of group psychotherapy, 66(4), 551-570</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1080/00207284.2016.1176498	-0.5262	-0.1539	6	3	5	1	0.0474	2016	1	0.0474
2128	khangwelo desmond musetsho (2024)	"<table><tr><td>Authors:</td><td>khangwelo desmond musetsho; e.j. mwendera; tshilidzi madzivhandila; rachel makungo; tom volenzo; ntshengedzeni s. mamphweli; khathutshelo agree nephawe</td></tr><tr><td>Title:</td><td>assessing and mapping water-energy-food nexus smart innovations and practices in vhembe district municipality, limpopo province, south africa</td></tr><tr><td>Source:</td><td>frontiers in water, 6</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/https://doi.org/10.3389/frwa.2024.1253921	-0.5183	-0.0018	4	114	8	2	3.6957	2024	2	3.6957
2129	тодор тагарев (2013)	"<table><tr><td>Authors:</td><td>тодор тагарев; венелин георгиев; j. ahokas</td></tr><tr><td>Title:</td><td>evaluating the cross-impact of eu functions as a global actor and protector of critical infrastructures and supply chains</td></tr><tr><td>Source:</td><td>information & security, 29, 34-49</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/https://doi.org/10.11610/isij.2903	-0.4897	0.1079	8	1	1	1	0.0306	2013	1	0.0306
2130	haico te kulve (2010)	"<table><tr><td>Authors:</td><td>haico te kulve; willem a. smit</td></tr><tr><td>Title:</td><td>novel naval technologies: sustaining or disrupting naval doctrine</td></tr><tr><td>Source:</td><td>technological forecasting & social change/technological forecasting and social change, 77(7), 999-1013</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/https://doi.org/10.1016/j.techfore.2010.03.005	-0.4394	-0.0049	4	74	1	5	0.419	2010	5	0.419
2136	svetoslava bayrakova (2019)	<table><tr><td>Authors:</td><td>svetoslava bayrakova</td></tr><tr><td>Title:</td><td>gender differences in value orientations and motivation among university students</td></tr><tr><td>Source:</td><td>[no source]</td></tr><tr><td>Year:</td><td>2019</td></tr></table>	https://doi.org/https://doi.org/10.32591/coas.e-conf.03.07071b	-1.4222	-0.3073	15	28	36	1	0.0868	2019	1	0.0868
2137	krasimira benkova (2019)	"<table><tr><td>Authors:</td><td>krasimira benkova; vesela mareva</td></tr><tr><td>Title:</td><td>social inclusion based on non-formal education</td></tr><tr><td>Source:</td><td>[no source]</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.32591/coas.e-conf.03.20211b	-1.4218	-0.3073	15	28	36	1	0.0868	2019	1	0.0868
2139	yue hu (2023)	"<table><tr><td>Authors:</td><td>yue hu; yuxin huang; hua zhang; min fang; guobang chen</td></tr><tr><td>Title:</td><td>insights from china: understanding the impact of community resilience and government trust in psychological resilience and anxiety during covid-19</td></tr><tr><td>Source:</td><td>frontiers in public health, 11</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.3389/fpubh.2023.1298269	-0.4779	0.0275	5	30	11	1	0.7743	2023	1	0.7743
2140	ricardo eccard da silva (2023)	"<table><tr><td>Authors:</td><td>ricardo eccard da silva; maría rita carvalho garbi novaes; césar de oliveira; dirce guilhem</td></tr><tr><td>Title:</td><td>national governance and excess mortality due to covid-19 in 213 countries: a retrospective analysis and perspectives on future pandemics</td></tr><tr><td>Source:</td><td>globalization and health, 19(1)</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1186/s12992-023-00982-1	-0.4661	0.0164	5	4	4	1	0.7743	2023	1	0.7743
2141	murilo mariano vilaça (2023b)	"<table><tr><td>Authors:</td><td>murilo mariano vilaça; murilo karasinski</td></tr><tr><td>Title:</td><td>interview with john danaher on axiological futurism: in pursuit of a better understanding of the relationship between new technologies, risks, and ethics considering value changes</td></tr><tr><td>Source:</td><td>trans/form/ação, 46(3), 13-30</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1590/0101-3173.2023.v46n3.p13	-0.3562	0.0807	3	2	2	1	0.7743	2023	1	0.7743
2143	oliver m. dürr (2023)	"<table><tr><td>Authors:</td><td>oliver m. dürr; jan segessenmann; jan juhani steinmann</td></tr><tr><td>Title:</td><td>meaning, form and the limits of natural language processing</td></tr><tr><td>Source:</td><td>philosophy, theology and the sciences, 10(1), 42-42</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1628/ptsc-2023-0005	-0.4052	-0.0918	1	231	48	2	1.5485	2023	2	1.5485
2144	bill johnson gonzález (2014)	"<table><tr><td>Authors:</td><td>bill johnson gonzález</td></tr><tr><td>Title:</td><td>the limits of desire</td></tr><tr><td>Source:</td><td>glq, 20(1-2), 13-39</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/https://doi.org/10.1215/10642684-2370351	-0.4658	-0.1018	18	1	1	3	0.1511	2014	3	0.1511
2145	avi brisman (2011)	"<table><tr><td>Authors:</td><td>avi brisman</td></tr><tr><td>Title:</td><td>“green harms” as art crime, art criticism as environmental dissent</td></tr><tr><td>Source:</td><td>journal of contemporary criminal justice, 27(4), 465-499</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/https://doi.org/10.1177/1043986211418888	-0.4333	0.0045	4	80	4	3	0.049	2011	3	0.049
2148	keith r. skene (2022)	"<table><tr><td>Authors:</td><td>keith r. skene</td></tr><tr><td>Title:</td><td>how can economics contribute to environmental and social sustainability? the significance of systems theory and the embedded economy</td></tr><tr><td>Source:</td><td>frontiers in sustainability, 3</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.3389/frsus.2022.980583	-0.4135	0.0391	2	47	17	3	0.753	2022	3	0.753
2149	deborah g. johnson (2024)	"<table><tr><td>Authors:</td><td>deborah g. johnson; mario verdicchio</td></tr><tr><td>Title:</td><td>the sociotechnical entanglement of ai and values</td></tr><tr><td>Source:</td><td>ai & society</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s00146-023-01852-5	-0.422	-0.0706	1	18	9	1	1.8478	2024	1	1.8478
2150	paul r. brewer (2024)	"<table><tr><td>Authors:</td><td>paul r. brewer; liam cuddy; wyatt dawson; robert stise</td></tr><tr><td>Title:</td><td>artists or art thieves? media use, media messages, and public opinion about artificial intelligence image generators</td></tr><tr><td>Source:</td><td>ai & society</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s00146-023-01854-3	-0.4324	-0.0471	5	14	8	1	1.8478	2024	1	1.8478
2151	terry c. johnson (2024)	<table><tr><td>Authors:</td><td>terry c. johnson</td></tr><tr><td>Title:</td><td>for the good of the globe: moral reasons for states to mitigate global catastrophic biological risks</td></tr><tr><td>Source:</td><td>journal of bioethical inquiry</td></tr><tr><td>Year:</td><td>2024</td></tr></table>	https://doi.org/https://doi.org/10.1007/s11673-024-10337-z	-0.3941	-0.0027	3	182	13	1	1.8478	2024	1	1.8478
2154	james ming chen (2021)	"<table><tr><td>Authors:</td><td>james ming chen</td></tr><tr><td>Title:</td><td>this is the way the world ends, not with a bang but bonds and bullets</td></tr><tr><td>Source:</td><td>frontiers in climate, 3</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.3389/fclim.2021.758021	-0.3493	0.0545	8	137	23	1	0.1307	2021	1	0.1307
2155	luis de miranda (2021)	"<table><tr><td>Authors:</td><td>luis de miranda</td></tr><tr><td>Title:</td><td>the healing-growth future of humanity: regenerative politics and crealectic care</td></tr><tr><td>Source:</td><td>acta academica, 53(2), 143-164</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.18820/24150479/aa53i2/8	-0.4387	-0.0751	6	37	6	1	0.1307	2021	1	0.1307
2156	marilyn falik (1979)	"<table><tr><td>Authors:</td><td>marilyn falik</td></tr><tr><td>Title:</td><td>the politics of austerity</td></tr><tr><td>Source:</td><td>journal of health politics, policy and law, 4(1), 127-131</td></tr><tr><td>Year:</td><td>1979</td></tr></table>"	https://doi.org/https://doi.org/10.1215/03616878-4-1-127	-0.5163	-0.0204	19	2	1	1	0.6667	1979	1	0.6667
2157	tim mulgan (2022)	"<table><tr><td>Authors:</td><td>tim mulgan</td></tr><tr><td>Title:</td><td>from brad to worse: rule‐consequentialism and undesirable futures</td></tr><tr><td>Source:</td><td>ratio, 35(4), 275-288</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1111/rati.12350	-0.3932	-0.0103	3	36	7	1	0.251	2022	1	0.251
2158	alex baratta (2018)	"<table><tr><td>Authors:</td><td>alex baratta; paul v. smith</td></tr><tr><td>Title:</td><td>the confrontation of identities: how university students manage academic and religious selves in higher education</td></tr><tr><td>Source:</td><td>educational studies, 45(6), 771-786</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1080/03055698.2018.1534084	-0.694	-0.0987	15	33	5	1	0.0687	2018	1	0.0687
2159	michael bess (2018)	"<table><tr><td>Authors:</td><td>michael bess</td></tr><tr><td>Title:</td><td>eight kinds of critters: a moral taxonomy for the twenty-second century</td></tr><tr><td>Source:</td><td>the journal of medicine and philosophy/journal of medicine and philosophy, 43(5), 585-612</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1093/jmp/jhy018	-0.3978	-0.0488	1	182	29	3	0.2061	2018	3	0.2061
2160	l.j.g. van der maesen (2022)	"<table><tr><td>Authors:</td><td>l.j.g. van der maesen; harry j. g. nijhuis</td></tr><tr><td>Title:</td><td>human sciences and climate change: quo vadis?</td></tr><tr><td>Source:</td><td>international journal of social quality, 12(1), v-xxii</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.3167/ijsq.2022.120101	-0.4164	0.0442	2	12	2	1	0.251	2022	1	0.251
2161	herman cappelen (2021)	"<table><tr><td>Authors:</td><td>herman cappelen; josh dever</td></tr><tr><td>Title:</td><td>making ai intelligible</td></tr><tr><td>Source:</td><td>oxford university press ebooks</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1093/oso/9780192894724.001.0001	-0.3946	-0.0907	1	148	15	17	2.2219	2021	17	2.2219
2163	adam parr (2023)	"<table><tr><td>Authors:</td><td>adam parr</td></tr><tr><td>Title:</td><td>the paradox test in climate litigation</td></tr><tr><td>Source:</td><td>oxford open climate change, 3(1)</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1093/oxfclm/kgad005	-0.4494	0.0614	8	21	2	1	0.7743	2023	1	0.7743
2164	richard l. revesz (2023)	"<table><tr><td>Authors:</td><td>richard l. revesz</td></tr><tr><td>Title:</td><td>fallacies in the design of climate change policies: a response to richard epstein</td></tr><tr><td>Source:</td><td>texas a&m law review, 10(3), 385-402</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.37419/lr.v10.i3.1	-0.3773	0.0685	2	5	4	1	0.7743	2023	1	0.7743
2165	samantha herbert (2023)	"<table><tr><td>Authors:</td><td>samantha herbert; p.a. bradley; mark everard</td></tr><tr><td>Title:</td><td>exploring the prioritisation of biodiversity amongst small‐ to medium‐sized enterprise leaders with strong bigger‐than‐self value orientation</td></tr><tr><td>Source:</td><td>business strategy and the environment, 32(8), 5633-5649</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1002/bse.3440	-0.4465	0.0154	4	56	18	1	0.7743	2023	1	0.7743
2166	amanul haque (2023)	"<table><tr><td>Authors:</td><td>amanul haque; nirav ajmeri; munindar p. singh</td></tr><tr><td>Title:</td><td>understanding dynamics of polarization via multiagent social simulation</td></tr><tr><td>Source:</td><td>ai & society, 38(4), 1373-1389</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s00146-022-01626-5	-0.4325	-0.0226	10	3	2	2	1.5485	2023	2	1.5485
2176	steve fuller (2004)	"<table><tr><td>Authors:</td><td>steve fuller</td></tr><tr><td>Title:</td><td>descriptive vs revisionary social epistemology: the former as seen by the latter</td></tr><tr><td>Source:</td><td>episteme, 1(1), 23-34</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"	https://doi.org/https://doi.org/10.3366/epi.2004.1.1.23	-0.4358	-0.036	6	5	3	1	0.1667	2004	1	0.1667
2177	viorel guliciuc (2018)	"<table><tr><td>Authors:</td><td>viorel guliciuc</td></tr><tr><td>Title:</td><td>pareidolic and uncomplex technological singularity</td></tr><tr><td>Source:</td><td>information, 9(12), 309-309</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.3390/info9120309	-0.4009	-0.0455	10	9	6	1	0.0687	2018	1	0.0687
2179	thomas furse (2021)	"<table><tr><td>Authors:</td><td>thomas furse</td></tr><tr><td>Title:</td><td>forward to the 1980s: us strategic trade in the world order</td></tr><tr><td>Source:</td><td>international politics, 59(4), 597-615</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1057/s41311-021-00319-y	-0.4373	-0.0067	5	3	1	1	0.1307	2021	1	0.1307
